STUDENT NO.,Staff,LAST NAME,FIRST NAME,GENDER,DATE OF BIRTH,COUNTRY ORIGIN,COUNTRY,MOBILE,EMAIL,YEAR,STUDY LEVEL,POST GRAD.,FACULTY,COURSE,START DATE,END DATE,SESS START DATE,SESS END DATE,Length of talk (Mins),Tone or sentimental score,No. comunications, Prior awareness,No. questions student,No. questions VA,Lead Score
459,Nina,CHAN,River,M,07-10-99,Algeria,India,9.13859E+11,petersko@verizon.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
460,Nina,DELEON,Kameron,M,05-08-98,India,India,9.13858E+11,jnolan@yahoo.ca,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
461,Nina,NORMAN,Anastasia,F,06-05-99,India,India,9.13853E+11,lishoy@att.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
462,Nina,HARRINGTON,Iris,F,14-10-98,India,India,9.13852E+11,karasik@outlook.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
463,Nina,CASEY,Marley,F,29-03-99,India,India,9.13853E+11,msusa@optonline.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
464,Nina,PATTON,Fiona,F,04-02-99,India,India,9.13858E+11,xtang@sbcglobal.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
465,Nina,LOGAN,Angela,F,12-09-99,India,India,9.13855E+11,alhajj@sbcglobal.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
466,Macie,BOWERS,Giselle,F,03-08-99,India,India,9.13851E+11,breegster@sbcglobal.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
467,Macie,MUELLER,Stephen,M,18-12-98,India,India,9.1386E+11,chaikin@optonline.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
468,Macie,GLOVER,Francisco,M,03-05-99,India,India,9.13859E+11,laird@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
469,Macie,FLOYD,Kate,F,10-08-99,India,India,9.13856E+11,seanq@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
470,Macie,HARTMAN,Clayton,M,28-11-98,India,India,9.1386E+11,wagnerch@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
471,Macie,BUCHANAN,Zander,M,08-07-99,India,India,9.13853E+11,mallanmba@optonline.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
472,Macie,COBB,Alayna,F,07-07-98,India,India,9.13853E+11,fallorn@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
473,Macie,FRENCH,Chance,M,15-12-98,India,India,91385465134,jramio@icloud.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
474,Juniper,KRAMER,Lola,F,01-05-99,India,India,9.13857E+11,pkplex@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
475,Juniper,MCCORMICK,Lucia,F,08-03-99,India,India,9.13853E+11,eegsa@optonline.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
476,Juniper,CLARKE,Eduardo,M,23-06-99,India,Malaysia,6027619540,nacho@gmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
477,Juniper,TYLER,Juliette,F,10-06-99,India,Malaysia,6022872371,world@optonline.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
478,Juniper,GIBBS,Parker,F,06-11-98,India,Malaysia,6021922957,bonmots@gmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
479,Juniper,MOODY,Teagan,F,21-07-99,India,Malaysia,6023004759,heroine@optonline.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
480,Juniper,CONNER,Sienna,F,17-06-99,India,Malaysia,6027942161,boomzilla@optonline.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
481,Juniper,SPARKS,Spencer,M,27-06-99,India,Malaysia,6025363970,paley@mac.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
482,Juniper,MCGUIRE,Lukas,M,29-01-99,India,Malaysia,6021387942,pspoole@icloud.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
483,Juniper,LEON,Georgia,F,17-07-99,India,Malaysia,6029672772,gtaylor@yahoo.ca,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
484,Juniper,BAUER,Hope,F,06-03-99,India,Malaysia,6028772677,keiji@yahoo.ca,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
485,Juniper,NORTON,Cali,F,28-05-99,Algeria,Malaysia,6025707295,pedwards@att.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,05-05-24,04-10-26,Spring,Winter,,,,,,,
486,Nia,POPE,Vivienne,F,12-12-98,Netherlands,Malaysia,6029874196,bsikdar@verizon.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,05-05-24,04-10-26,Spring,Winter,,,,,,,
487,Braylen,FLYNN,Damien,M,27-09-98,Palestinian,Malaysia,6023132709,harpes@hotmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,05-05-24,04-10-26,Spring,Winter,,,,,,,
488,Angelica,HOGAN,Dallas,M,14-01-99,Kenya,Malaysia,6023132408,barnett@mac.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,05-05-24,04-10-26,Spring,Winter,,,,,,,
489,Angelica,ROBLES,Izabella,F,03-06-99,Ukraine,India,9.1386E+11,rgarcia@msn.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
490,Angelica,SALINAS,Kinley,F,06-03-99,Spain ,India,9.13857E+11,barnett@outlook.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
491,Angelica,YATES,Conner,M,09-08-99,Libya ,India,9.13857E+11,sravani@yahoo.ca,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
492,Angelica,LINDSEY,Travis,M,06-10-98,Qatar,India,9.13857E+11,dunstan@verizon.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
493,Angelica,LLOYD,Daleyza,F,13-07-99,Libya ,India,9.13857E+11,studyabr@att.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
494,Angelica,MARSH,Kylee,F,03-11-99,Qatar,India,9.13857E+11,mfburgo@verizon.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
495,Angelica,MCBRIDE,Knox,M,30-09-99,Libya ,India,9.13857E+11,sequin@icloud.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
496,Angelica,OWEN,Jayla,F,14-06-97,Yemen ,India,9.13857E+11,andrei@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
497,Angelica,SOLIS,Raymond,M,13-07-99,Sudan ,India,9.13857E+11,boomzilla@me.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
498,Angelica,PHAM,Katelyn,F,29-08-99,Netherlands,India,9.13857E+11,tattooman@yahoo.ca,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
499,Danny,LANG,Peyton,M,19-09-99,Netherlands,India,9.13857E+11,jpflip@outlook.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
500,Danny,PRATT,Devin,M,19-03-99,Libya ,India,9.13857E+11,ylchang@verizon.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
501,Danny,LARA,Felix,M,10-06-99,Oman,India,9.13857E+11,gboss@comcast.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
502,Danny,BROCK,Jayceon,M,15-03-99,Comoros,India,9.13857E+11,munge@comcast.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
503,Danny,BALLARD,Collin,M,03-06-99,Singapore,India,9.13857E+11,jgmyers@comcast.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
504,Danny,TRUJILLO,Amari,M,07-07-99,Morocco,India,9.13857E+11,mobileip@optonline.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
505,Danny,SHAFFER,Erick,M,02-10-98,Germany,India,9.13857E+11,msherr@att.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
506,Danny,DRAKE,Cash,M,30-11-98,Germany,Algeria,2.1356E+11,chunzi@aol.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
507,Danny,ROMAN,Juliet,F,12-09-99,Germany,Algeria,2.13566E+11,tjensen@me.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
508,Danny,AGUIRRE,Jaiden,M,07-08-99,Germany,Algeria,2.1374E+11,kdawson@yahoo.ca,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
509,Danny,MORTON,Fernando,M,16-03-98,Germany,Poland,605555555,mrsam@gmail.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
510,Danny,STOKES,Cristian,M,15-10-98,Sweden ,Poland,605534356,kingma@msn.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
511,Abby,LAMB,Josue,M,01-07-99,Poland,Poland,605765778,ideguy@yahoo.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
512,Anaya,PACHECO,Keegan,M,13-04-99,Poland,Poland,605765786,wortmanj@comcast.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
513,Orion,PATRICK,Garrett,M,30-04-99,Poland,Oman,96888888800,niknejad@outlook.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
514,anaya,COCHRAN,Rhett,M,17-05-99,Sweden ,Oman,96899837204,campware@live.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
515,anaya,SHEPHERD,Ricardo,M,01-09-99,Sudan ,Oman,96894567888,harpes@msn.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,05-05-24,04-10-26,Spring,Winter,,,,,,,
516,anaya,CAIN,Martin,M,30-08-99,Netherlands,Oman,96890345356,gtaylor@hotmail.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,05-05-24,04-10-26,Spring,Winter,,,,,,,
517,anaya,BURNETT,Reid,M,10-05-99,Netherlands,Oman,96890124545,presoff@gmail.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,05-05-24,04-10-26,Spring,Winter,,,,,,,
518,anaya,HESS,Seth,M,21-04-99,Libya ,Oman,96890126454,dkeeler@att.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Nursing,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
519,anaya,LI,Maggie,F,13-07-98,Oman,Oman,96887654566,rupak@comcast.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Nursing,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
520,Lyric,CERVANTES,Dakota,F,19-01-99,Comoros,Oman,96833333333,mschilli@msn.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Nursing,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
521,Lyric,OLSEN,Delaney,F,20-02-99,Singapore,Oman,96890346467,twoflower@live.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Nursing,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
522,Lyric,BRIGGS,Brynlee,F,05-01-99,Algeria,Oman,96890145646,dleconte@att.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Nursing,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
523,Jayson,OCHOA,Andre,M,08-11-98,India,India,9.13856E+11,philb@optonline.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Nursing,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
524,Jayson,CABRERA,Keira,F,07-03-99,India,India,9.13858E+11,nweaver@hotmail.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Nursing,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
525,Jayson,VELASQUEZ,Camille,F,15-10-98,India,India,9.13853E+11,thomasj@sbcglobal.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Nursing,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
526,Jayson,MONTOYA,Cesar,M,19-05-99,India,India,9.13854E+11,mnemonic@att.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Nursing,05-05-24,04-10-26,Spring,Winter,,,,,,,
527,Jayson,ROTH,Titus,M,13-06-99,India,India,9.13855E+11,tmccarth@sbcglobal.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Nursing,05-05-24,04-10-26,Spring,Winter,,,,,,,
528,Jayson,MEYERS,Leila,F,26-04-99,India,India,9.13852E+11,shazow@att.net,2023,High school graduate ,No ,"Business, Finance and Management",Accountancy ,06-12-24,04-10-26,Summer,Summer,,,,,,,
529,Jayson,CARDENAS,Mckenna,F,25-04-99,India,India,9.13856E+11,alastair@yahoo.ca,2023,High school graduate ,No ,"Business, Finance and Management",Accountancy ,06-12-24,04-10-26,Summer,Summer,,,,,,,
530,Jayson,FUENTES,Aniyah,F,31-12-98,Uruguay,india,9.13856E+11,bolow@mac.com,2023,High school graduate ,No ,"Business, Finance and Management",Accountancy ,06-12-24,04-10-26,Summer,Summer,,,,,,,
531,Jayson,WEISS,Donovan,M,06-06-98,Uzbekistan,india,9.13856E+11,bradl@me.com,2023,High school graduate ,No ,"Business, Finance and Management",Accountancy ,06-12-24,04-10-26,Summer,Summer,,,,,,,
532,Jayson,HOOVER,Manuel,M,17-02-99,Venezuela,india,9.13857E+11,odlyzko@yahoo.ca,2023,High school graduate ,No ,"Business, Finance and Management",Accountancy ,06-12-24,04-10-26,Summer,Summer,,,,,,,
533,Jayson,WILKINS,Mario,M,12-09-98,China,india,9.13851E+11,mglee@att.net,2023,High school graduate ,No ,"Business, Finance and Management",Accountancy ,06-12-24,04-10-26,Summer,Summer,,,,,,,
534,Jayson,NICHOLSON,Caiden,M,12-07-99,India,india,91385121212,jcholewa@mac.com,2023,High school graduate ,No ,"Business, Finance and Management",Accountancy ,06-12-24,04-10-26,Summer,Summer,,,,,,,
535,Jayson,UNDERWOOD,Adriel,M,21-10-99,United States,india,91385131313,heroine@comcast.net,2023,High school graduate ,No ,"Business, Finance and Management",Accountancy ,06-12-24,04-10-26,Summer,Summer,,,,,,,
536,Marcos,SHORT,Kyler,M,25-03-99,Indonesia,india,91385222223,kingma@aol.com,2023,High school graduate ,No ,"Business, Finance and Management",Business Analytics,06-12-24,04-10-26,Summer,Summer,,,,,,,
537,Marcos,CARSON,Noelle,F,17-06-99,Venezuela,india,91385638888,hermes@gmail.com,2023,High school graduate ,No ,"Business, Finance and Management",Business Analytics,06-12-24,04-10-26,Summer,Summer,,,,,,,
538,Marcos,MORROW,Josie,F,09-06-99,China,United States,5555551234,bwcarty@verizon.net,2023,High school graduate ,No ,"Business, Finance and Management",Business Analytics,06-12-24,04-10-26,Summer,Summer,,,,,,,
539,Marcos,COLON,Jennifer,F,01-03-97,India,United States,5555545677,facet@msn.com,2023,High school graduate ,No ,"Business, Finance and Management",Business Analytics,06-12-24,04-10-26,Summer,Summer,,,,,,,
540,Marcos,HOLLOWAY,Melissa,F,14-04-99,United States,United States,5555556677,hwestiii@sbcglobal.net,2023,High school graduate ,No ,"Business, Finance and Management",Business Analytics,06-12-24,04-10-26,Summer,Summer,,,,,,,
541,Marcos,SUMMERS,Milo,M,02-02-99,Indonesia,United States,5555678996,ismail@att.net,2023,High school graduate ,No ,"Business, Finance and Management",Business Analytics,06-12-24,04-10-26,Summer,Summer,,,,,,,
542,Marcos,BRYAN,Archer,M,13-10-98,Tanzania,United States,5555666666,gerlo@hotmail.com,2023,High school graduate ,No ,"Business, Finance and Management",Marketing,06-12-24,04-10-26,Summer,Summer,,,,,,,
543,Marcos,PETERSEN,Gabriela,F,08-08-99,Sudan ,United States,5555567676,penna@msn.com,2023,High school graduate ,No ,"Business, Finance and Management",Marketing,06-12-24,04-10-26,Summer,Summer,,,,,,,
544,Marcos,MCKENZIE,Allie,F,11-06-99,Poland,United States,5555333333,ccohen@sbcglobal.net,2023,High school graduate ,No ,"Business, Finance and Management",Marketing,06-12-24,04-10-26,Summer,Summer,,,,,,,
545,Marcos,SERRANO,Eloise,F,01-05-99,Morocco,United States,5554545454,meinkej@gmail.com,2023,High school graduate ,No ,"Business, Finance and Management",Marketing,06-12-24,04-10-26,Summer,Summer,,,,,,,
546,Marcos,WILCOX,Jeffrey,M,29-12-98,Algeria,United States,5555777777,petersen@mac.com,2023,High school graduate ,No ,"Business, Finance and Management",Marketing,06-12-24,04-10-26,Summer,Summer,,,,,,,
547,Jane,CAREY,Holden,M,05-04-99,Netherlands,United States,5555551234,gslondon@yahoo.com,2023,High school graduate ,No ,"Business, Finance and Management",Marketing,06-12-24,04-10-26,Summer,Summer,,,,,,,
548,Jane,CLAYTON,Arthur,M,03-03-99,Spain,United States,5555565657,slaff@sbcglobal.net,2023,High school graduate ,No ,"Business, Finance and Management",Finance,06-12-24,04-10-26,Summer,Summer,,,,,,,
549,Jane,POOLE,Cassidy,F,11-08-98,Jordan ,United States,5555556562,eidac@msn.com,2023,High school graduate ,No ,"Business, Finance and Management",Finance,06-12-24,04-10-26,Summer,Summer,,,,,,,
550,Jane,CALDERON,Jacqueline,F,16-02-98,Japan,Japan,123456789,adhere@outlook.com,2023,High school graduate ,No ,"Business, Finance and Management",Finance,06-12-24,04-10-26,Summer,Summer,,,,,,,
551,Jane,GALLEGOS,Brynn,F,11-08-99,Japan,Japan,123444444,mavilar@comcast.net,2023,High school graduate ,No ,"Business, Finance and Management",Finance,06-12-24,04-10-26,Summer,Summer,,,,,,,
552,Macy,GREER,Karson,M,11-08-99,Denmark,Japan,123454545,bradl@live.com,2023,High school graduate ,No ,"Business, Finance and Management",Finance,06-12-24,04-10-26,Summer,Summer,,,,,,,
553,Drake,RIVAS,Sawyer,F,14-02-00,Denmark,Japan,123898989,nogin@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,06-12-24,04-10-26,Summer,Summer,,,,,,,
554,Warren,GUERRA,Rafael,M,25-07-99,Denmark,Japan,123454533,dkeeler@icloud.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,06-12-24,04-10-26,Summer,Summer,,,,,,,
555,Miracle,DECKER,Evangeline,F,08-08-99,Sweden ,Japan,123456789,rnewman@live.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,06-12-24,04-10-26,Summer,Summer,,,,,,,
556,Ismael,COLLIER,Jordan,F,31-12-97,Comoros,Comoros,269773221,choset@outlook.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,06-12-24,04-10-26,Summer,Summer,,,,,,,
557,Madelynn,WALL,Paris,F,04-01-99,Comoros,Comoros,269773445,bryanw@yahoo.ca,2020,High school graduate ,No ,Engineering & Computer Science,Big data,06-12-24,04-10-26,Summer,Summer,,,,,,,
558,Macy,WHITAKER,Shane,M,24-01-98,Comoros,Comoros,269773332,mgemmons@msn.com,2022,High school graduate ,No ,Engineering & Computer Science,Big data,06-12-24,04-10-26,Summer,Summer,,,,,,,
559,Drake,BASS,Lane,M,04-07-99,Comoros,Comoros,269773772,dialworld@yahoo.com,2022,High school graduate ,No ,Engineering & Computer Science,Big data,06-12-24,04-10-26,Summer,Summer,,,,,,,
560,Warren,FLOWERS,Louis,M,02-01-99,Comoros,Comoros,269773111,hoyer@aol.com,2022,High school graduate ,No ,Engineering & Computer Science,Cyber Security,06-12-24,04-10-26,Summer,Summer,,,,,,,
561,Miracle,DAVENPORT,Angelo,M,06-02-99,Comoros,Comoros,269773333,denism@att.net,2022,High school graduate ,No ,Engineering & Computer Science,Cyber Security,06-12-24,04-10-26,Summer,Summer,,,,,,,
562,Ismael,CONLEY,Olive,F,02-06-99,Jordan ,France,33750012222,mchugh@comcast.net,2022,High school graduate ,No ,Engineering & Computer Science,Cyber Security,06-12-24,04-10-26,Summer,Summer,,,,,,,
563,Madelynn,HOUSTON,Ayla,F,08-05-98,France,France,33750012287,telbij@optonline.net,2022,High school graduate ,No ,Engineering & Computer Science,Cyber Security,06-12-24,04-10-26,Summer,Summer,,,,,,,
564,Macy,HUFF,Remington,M,17-12-98,Canada,Canada,2505552233,jimmichie@optonline.net,2022,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,06-12-24,04-10-26,Summer,Summer,,,,,,,
565,Drake,COPELAND,Troy,M,07-11-99,Canada,Canada,2505550199,frostman@comcast.net,2022,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,06-12-24,04-10-26,Summer,Summer,,,,,,,
566,,HOOD,Emerson,M,27-07-99,Canada,Canada,2505587654,grinder@optonline.net,2022,High school graduate ,No ,Engineering & Computer Science,Game and Mobile development,06-12-24,04-10-26,Summer,Summer,,,,,,,
567,,MONROE,Maximiliano,M,22-08-99,Algeria,France,33750012211,netsfr@msn.com,2022,High school graduate ,No ,Engineering & Computer Science,Information Systems,06-12-24,04-10-26,Summer,Summer,,,,,,,
568,Millie,MASSEY,Hector,M,04-05-99,France,France,33750012545,mbswan@me.com,2022,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
569,Landyn,ROBERSON,Rosalie,F,05-06-99,France,France,33750044545,stellaau@verizon.net,2022,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
570,Mohamed,COMBS,Emilio,M,22-06-98,Algeria,France,33750121333,fangorn@verizon.net,2022,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
571,Kelly,FRANCO,Kali,F,30-07-98,Qatar,France,33750018888,bdbrown@aol.com,2022,High school graduate ,No ,Engineering & Computer Science,Computer Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
572,Selah,LARSEN,Anderson,M,21-01-99,Spain,France,33750034456,seasweb@verizon.net,2022,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
573,Lacey,PITTMAN,Trevor,M,31-07-99,France,France,33750012134,mugwump@mac.com,2022,High school graduate ,No ,Engineering & Computer Science,Electrical Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
574,Willa,RANDALL,Maci,F,03-03-99,India,India,9.13857E+11,dalamb@att.net,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
575,Brycen,SKINNER,Gemma,F,11-08-98,India,India,9.13856E+11,xtang@yahoo.com,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
576,Haylee,WILKINSON,Lilliana,F,09-11-98,India,India,9.13859E+11,tromey@msn.com,2022,High school graduate ,No ,Engineering & Computer Science,Mechanical Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
577,Deacon,KIRBY,Raegan,F,19-04-99,India,India,9.13856E+11,madanm@yahoo.ca,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
578,Jaylah,CAMERON,Lena,F,02-09-99,Algeria,India,9.13859E+11,chrwin@icloud.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
579,Millie,BRIDGES,Adelaide,F,21-08-98,India,India,9.1386E+11,peterhoeg@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
580,Landyn,ANTHONY,Phoenix,M,05-08-99,India,India,9.13857E+11,tedrlord@mac.com,2023,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
